book_title,book_brand,book_price
Through the looking-glass and what Alice found there,CreateSpace Independent Publishing Platform,36.09
"Virtuous (Quantum Series, Book 1)",CreateSpace Independent Publishing Platform,17.39
Southern Spirits,CreateSpace Independent Publishing Platform,19.59
Alice's Adventures in Wonderland,CreateSpace Independent Publishing Platform,27.29
The Fairy Tales of Hans Christian Andersen (Illustrated by Edna F. Hart),CreateSpace Independent Publishing Platform,30.19
"The Price of Salt, or Carol",CreateSpace Independent Publishing Platform,32.69
The Price of Salt,CreateSpace Independent Publishing Platform,44.39
Pride and Prejudice,CreateSpace Independent Publishing Platform,23.19
Middlemarch,CreateSpace Independent Publishing Platform,30.69
Alice in wonderland,CreateSpace Independent Publishing Platform,16.39
Barchester Towers,CreateSpace Independent Publishing Platform,30.49
The Hound of the Baskervilles,CreateSpace Independent Publishing Platform,19.19
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,16.89
Emma,CreateSpace Independent Publishing Platform,19.19
Dracula,CreateSpace Independent Publishing Platform,22.19
Alice in Wonderland,CreateSpace Independent Publishing Platform,11.19
White Fang,CreateSpace Independent Publishing Platform,17.69
Little women,CreateSpace Independent Publishing Platform,25.99
The Picture Of Dorian Gray,CreateSpace Independent Publishing Platform,22.69
THE YELLOW WALLPAPER (annotated),CreateSpace Independent Publishing Platform,8.89
Peter and Wendy,CreateSpace Independent Publishing Platform,14.89
A Study In Scarlet,CreateSpace Independent Publishing Platform,17.29
The Mysterious Island,CreateSpace Independent Publishing Platform,39.29
The tell-tale heart,CreateSpace Independent Publishing Platform,13.89
The adventure of the speckled band,CreateSpace Independent Publishing Platform,13.79
A study in scarlet,CreateSpace Independent Publishing Platform,13.79
Pride and Prejudice,CreateSpace Independent Publishing Platform,54.19
The Mysterious Island,CreateSpace Independent Publishing Platform,32.39
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,24.09
Oblomov,CreateSpace Independent Publishing Platform,17.79
Jane Eyre,CreateSpace Independent Publishing Platform,31.89
Hunger,CreateSpace Independent Publishing Platform,14.89
Dragon Mystics,CreateSpace Independent Publishing Platform,27.79
Les Miserables Complete,CreateSpace Independent Publishing Platform,48.69
A Girl of the Limberlost,CreateSpace Independent Publishing Platform,11.69
A Christmas Carol,CreateSpace Independent Publishing Platform,10.99
The Death of Ivan Ilyich,CreateSpace Independent Publishing Platform,11.19
The Masque of the Red Death,CreateSpace Independent Publishing Platform,11.59
The Merry Adventures of Robin Hood,CreateSpace Independent Publishing Platform,13.79
The Complete Poetical Works of Edgar Allan Poe,CreateSpace Independent Publishing Platform,27.49
Fourth Debt,CreateSpace Independent Publishing Platform,24.39
Just so Stories,CreateSpace Independent Publishing Platform,12.79
The Custom of the Country,CreateSpace Independent Publishing Platform,15.39
The Ethics,CreateSpace Independent Publishing Platform,29.09
A study in scarlet 1887,CreateSpace Independent Publishing Platform,17.09
Barchester Towers,CreateSpace Independent Publishing Platform,16.99
The Return of Sherlock Holmes,CreateSpace Independent Publishing Platform,23.29
White Fang,CreateSpace Independent Publishing Platform,26.29
Anne of Avonlea,CreateSpace Independent Publishing Platform,14.79
The Woman in White,CreateSpace Independent Publishing Platform,16.19
The Brothers Karamazov,CreateSpace Independent Publishing Platform,20.29
The Devil's Dictionary,CreateSpace Independent Publishing Platform,14.69
Jane Eyre,CreateSpace Independent Publishing Platform,13.19
"The tragedy of Hamlet, prince of Denmark 1599",CreateSpace Independent Publishing Platform,21.19
Emma,CreateSpace Independent Publishing Platform,34.29
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,29.09
My Bondage and My Freedom,CreateSpace Independent Publishing Platform,33.99
Notes from the Underground,CreateSpace Independent Publishing Platform,24.19
The Picture of Dorian Gray,CreateSpace Independent Publishing Platform,12.69
Third Debt,CreateSpace Independent Publishing Platform,24.69
Just So Stories,CreateSpace Independent Publishing Platform,11.19
Rose In Bloom,CreateSpace Independent Publishing Platform,21.19
Peter and Wendy,CreateSpace Independent Publishing Platform,17.79
The Dialogues of Plato - Symposium,CreateSpace Independent Publishing Platform,23.19
The Dialogues of Plato - Phaedo,CreateSpace Independent Publishing Platform,23.19
Two Years Before The Mast,CreateSpace Independent Publishing Platform,21.09
The Hound of The Baskervilles,CreateSpace Independent Publishing Platform,12.99
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,16.19
Eight Cousins,CreateSpace Independent Publishing Platform,18.89
Symposium,CreateSpace Independent Publishing Platform,11.59
Pride and prejudice,CreateSpace Independent Publishing Platform,17.89
"Hamlet, Prince of Denmark",CreateSpace Independent Publishing Platform,16.19
Anne of the Island,CreateSpace Independent Publishing Platform,13.59
Emma,CreateSpace Independent Publishing Platform,22.69
Anne of the Island,CreateSpace Independent Publishing Platform,26.39
A Little Princess,Gallery Books,12.39
Rainbow Valley,Gallery / Saga Press,12.99
The Happy Prince and Other Stories,FOREVER,9.59
White Fang,Grand Central Publishing,12.19
The Picture of Dorian Gray,Vision,20.19
The Complete Sherlock Holmes,IBP USA,29.59
Beautiful Redemption,Romig Works,16.79
Nuts,Tor Books,20.69
Dragonsinger,Thomas Nelson,15.69
Hardpressed,G.P. Putnam's Sons,19.49
The Lion's Game,Little Brown and Company,25.49
The Burning Room,Hodder And Stoughton Ltd.,15.59
The Picture of Dorian Gray,Random House UK Ltd,65.79
Betrayal,"Little, Brown Book Group",24.69
Shadows of Self,Hodder And Stoughton Ltd.,38.79
The Girl from the Train,Penguin LCC US,23.29
Deadline,Hodder And Stoughton Ltd.,12.89
The Crossing,"Little, Brown Book Group",77.39
Red Rising 1,Penguin LCC US,15.89
Boyhood Island,Harper Collins Publ. USA,15.89
The Longest Ride,"Little, Brown Book Group",14.69
Sycamore Row,Penguin Publishing Group,15.29
The Perfect Hope,Vero Verlag,12.89
Doctor Sleep,Ancient Wisdom Publications,15.89
The Expanse 03. Abaddon's Gate,NMD Books,16.49
Thankless in Death,NMD Books,14.09
The English Girl,Bibliotech Press,14.09
The Minor Adjustment Beauty Salon,Bibliotech Press,15.29
Fall From India Place,Akashic Books,29.99
The Adventures of Sherlock Holmes,Other Press (NY),54.09
Dracula,CreateSpace Independent Publishing Platform,40.79
Alice's Adventures in Wonderland,CreateSpace Independent Publishing Platform,36.99
Siddhartha,CreateSpace Independent Publishing Platform,35.99
Siddhartha,CreateSpace Independent Publishing Platform,25.59
"Right Ho, Jeeves",CreateSpace Independent Publishing Platform,33.39
Mr. Loverman,CreateSpace Independent Publishing Platform,26.39
A Well-Tempered Heart,CreateSpace Independent Publishing Platform,20.39
Grimm's Fairy Tales,CreateSpace Independent Publishing Platform,20.69
The Princess and the Goblin,CreateSpace Independent Publishing Platform,14.59
Just So Stories,CreateSpace Independent Publishing Platform,9.19
Anne's House of Dreams,CreateSpace Independent Publishing Platform,16.19
Anne of Green Gables,CreateSpace Independent Publishing Platform,17.89
Barchester Towers,CreateSpace Independent Publishing Platform,37.49
A Christmas Carol,CreateSpace Independent Publishing Platform,12.39
Emma,CreateSpace Independent Publishing Platform,29.29
David Copperfield,CreateSpace Independent Publishing Platform,25.99
Oblomov,CreateSpace Independent Publishing Platform,9.89
The Picture Of Dorian Gray,CreateSpace Independent Publishing Platform,19.49
An Ideal Husband,CreateSpace Independent Publishing Platform,9.29
The Hound of the Baskervilles,CreateSpace Independent Publishing Platform,48.49
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,33.99
Alice's Adventures in Wonderland,CreateSpace Independent Publishing Platform,18.89
Emma,CreateSpace Independent Publishing Platform,30.69
Heidi,CreateSpace Independent Publishing Platform,11.79
The Yellow Wallpaper,CreateSpace Independent Publishing Platform,11.29
Bulfinch's Mythology,CreateSpace Independent Publishing Platform,27.09
Emma,CreateSpace Independent Publishing Platform,23.49
Alice's Adventures In Wonderland,CreateSpace Independent Publishing Platform,11.19
Alice's Adventures in Wonderland,CreateSpace Independent Publishing Platform,9.69
The Memoirs of Sherlock Holmes,CreateSpace Independent Publishing Platform,17.29
The Fables of La Fontaine,CreateSpace Independent Publishing Platform,12.69
The Yellow Wallpaper,CreateSpace Independent Publishing Platform,13.19
A Girl of the Limberlost,CreateSpace Independent Publishing Platform,28.39
Bronagh,CreateSpace Independent Publishing Platform,16.19
Sense and Sensibility,CreateSpace Independent Publishing Platform,29.09
The Wind in the Willows,CreateSpace Independent Publishing Platform,13.69
The adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,48.89
The Happy Prince and Other Tales,CreateSpace Independent Publishing Platform,15.49
Twisted Together,CreateSpace Independent Publishing Platform,32.39
Pride and Prejudice,CreateSpace Independent Publishing Platform,13.69
Songs of Innocence and Songs of Experience,CreateSpace Independent Publishing Platform,9.29
Up From Slavery,CreateSpace Independent Publishing Platform,12.09
The Princess and the Goblin,CreateSpace Independent Publishing Platform,7.59
His Last Bow - The War Service of Sherlock Holmes,CreateSpace Independent Publishing Platform,16.89
Twenty Years After,CreateSpace Independent Publishing Platform,22.19
Aesop's Fables (Complete 12 Volumes),CreateSpace Independent Publishing Platform,19.79
Something New,CreateSpace Independent Publishing Platform,11.49
Crime And Punishment,CreateSpace Independent Publishing Platform,22.99
Daddy-Long-Legs,CreateSpace Independent Publishing Platform,11.49
The Mantle and Other Stories,CreateSpace Independent Publishing Platform,11.49
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,30.69
The Scarlet Pimpernel,CreateSpace Independent Publishing Platform,15.59
The Inferno,CreateSpace Independent Publishing Platform,13.69
North and South,CreateSpace Independent Publishing Platform,19.69
The Devil's Dictionary,CreateSpace Independent Publishing Platform,11.29
A Christmas Carol,CreateSpace Independent Publishing Platform,11.29
North and South,CreateSpace Independent Publishing Platform,28.29
A Study in Scarlet - Large Print Edition,Bottom of the Hill Publishing,20.99
The picture of Dorian Gray,THOMAS & MERCER,23.89
A Little Princess,Atria books,16.19
Fighting Temptation,FOREVER,23.79
Pride And Prejudice,Grand Central Publishing,24.89
Eight Cousins,Grand Central Publishing,16.09
The Return of Sherlock Holmes,Sourcebooks Landmark,20.79
Crime and Punishment,St. Martins Press-3PL,37.29
My Sister's Grave,Minotaur Books,20.69
The Midnight Rose,Waterhouse Press,24.39
Breathe,SPECTRA BOOKS,12.49
Hope to Die,BERKLEY BOOKS,33.99
The Escape,Penguin Books,73.09
The Paris Architect,William Morrow & Company,23.39
Lead,Penguin Books Ltd (UK),24.39
The Long Way Home,Harper Collins Publ. UK,23.29
Hardline,Orion Publishing Group,21.09
Ship of Destiny,Simon & Schuster Ltd,12.89
Blood Magick,Simon + Schuster UK,23.29
The Spy Who Came in from the Cold,Random House UK Ltd,27.49
Better When He's Bad,Penguin Books Ltd (UK),21.69
A Clockwork Orange. Critical Edition,Orion Publishing Group,14.69
Curtain,Random House UK Ltd,13.59
Mort,Transworld Publ. Ltd UK,23.89
Losing Hope,Hodder And Stoughton Ltd.,17.29
Hopeless,Harper Collins Publ. UK,12.89
A Man In Love,Transworld Publ. Ltd UK,15.89
Grimm Tales,"Little, Brown Book Group",16.49
Standing in Another Man's Grave,Random House UK Ltd,15.29
The Sicilian,Hodder And Stoughton Ltd.,15.89
A Wanted Man,Penguin Books Ltd (UK),12.89
The Universe Versus Alex Woods,Faber And Faber Ltd.,16.49
The Broken Empire 2. King of Thorns,Anaconda Verlag,16.49
The Light Between Oceans,Rupa Publications,12.89
Shatter,Clearlight,14.69
A Death in the Family,Bibliotech Press,15.89
The Woman Who Died a Lot,Wilder Publications,14.69
On Dublin Street,Merchant Books,15.89
The Bell Jar,CreateSpace Independent Publishing Platform,14.69
Pride and Prejudice / Stolz und Vorurteil,CreateSpace Independent Publishing Platform,12.19
Just So Stories,CreateSpace Independent Publishing Platform,51.69
A Christmas Carol,CreateSpace Independent Publishing Platform,28.29
"Eight Cousins Or, the Aunt-Hill",CreateSpace Independent Publishing Platform,29.89
Anna Karenina,CreateSpace Independent Publishing Platform,71.69
A Study in Scarlet - Illustrated,CreateSpace Independent Publishing Platform,12.29
The Picture of Dorian Gray,CreateSpace Independent Publishing Platform,15.09
The Death of Ivan Ilytch,CreateSpace Independent Publishing Platform,15.49
The Importance of Being Earnest,CreateSpace Independent Publishing Platform,11.39
Peter Pan [Illustrated],CreateSpace Independent Publishing Platform,66.79
His Last Bow,CreateSpace Independent Publishing Platform,10.09
The Memoirs of Sherlock Holmes,CreateSpace Independent Publishing Platform,19.89
The Science of Getting Rich,CreateSpace Independent Publishing Platform,18.89
Persuasion,CreateSpace Independent Publishing Platform,19.29
Persuasion - Large Print Edition,CreateSpace Independent Publishing Platform,27.39
Reviving Izabel,CreateSpace Independent Publishing Platform,21.59
Officer Off Limits,CreateSpace Independent Publishing Platform,24.29
A Study in Scarlet (Read It and Know It Edition),CreateSpace Independent Publishing Platform,25.69
Middlemarch,CreateSpace Independent Publishing Platform,30.89
Human Beast,CreateSpace Independent Publishing Platform,65.09
Peter Pan,CreateSpace Independent Publishing Platform,9.79
Through the Looking-Glass Lewis Carroll,CreateSpace Independent Publishing Platform,17.59
The Adventures of Sherlock Holmes,CreateSpace Independent Publishing Platform,19.09
White Fang,CreateSpace Independent Publishing Platform,20.59
Through the Looking-Glass,CreateSpace Independent Publishing Platform,19.59
When It Rains,CreateSpace Independent Publishing Platform,22.59
Eight Cousins - Large Print Edition,CreateSpace Independent Publishing Platform,24.19
Quintessentially Q,CreateSpace Independent Publishing Platform,22.59
The Brothers Grimm,CreateSpace Independent Publishing Platform,22.49
An Occurrence at Owl Creek Bridge,CreateSpace Independent Publishing Platform,13.39
A Study in Scarlet,CreateSpace Independent Publishing Platform,11.29
A Christmas Carol (Large Print),CreateSpace Independent Publishing Platform,14.49
Inevitable,CreateSpace Independent Publishing Platform,24.59
Five Little Peppers And How They Grew,CreateSpace Independent Publishing Platform,21.69
